listing_id,suburb,property_type,bedrooms,floor_size_m2,list_date,sold_date,list_price,sold_price,status
L100151,Bryanston,Apartment,1.0,79.0,2026-04-23,2026-07-05,2201000,"R2,173,000",Sold
L101033,Sandton,House,2.0,157.0,2024-09-15,2024-12-29,R 4 480 000,R 4 462 000,Sold
L100915,Sandton,Townhouse,4.0,217.0,2024-05-03,,"R6,201,000",,Withdrawn
L104002,Bryanston,House,3.0,199.0,2026-03-16,2026-05-18,"R6,700,000",R 6 512 000,Sold
L101632,Centurion,Townhouse,2.0,174.0,2025-12-20,2026-03-09,"R3,014,000",R 2 843 000.00,Sold
L103838,Rooihuiskraal,Apartment,1.0,51.0,2023-01-02,2023-02-09,594000,573000,Sold
L101420,Centurion,House,3.0,187.0,2023-08-21,2023-09-27,3184000,R 3 151 000,Sold
L104355,Centurion,Apartment,1.0,48.0,2025-09-20,2025-10-25,R 987 000,965000,Sold
L101407,Waterkloof Ridge,Apartment,2.0,76.0,2025-03-25,2025-05-11,R 2 189 000.00,2172000,Sold
L100748,Rooihuiskraal,House,6.0,388.0,2025-02-27,2025-03-20,R 6 031 000,R 5 956 000,Sold
L102882,Faerie Glen,Apartment,2.0,82.0,2023-09-09,2023-10-10,R 1 512 000,1491000,Sold
L101057,Groenkloof,House,3.0,216.0,2025-03-07,2025-05-09,R 4 215 000,4158000,Sold
L101075,Menlo Pk,House,3.0,244.0,2024-10-20,2024-11-15,5833000,R 5 607 000.00,Sold
L104348,Faerie Glen,House,2.0,195.0,2026-03-23,2026-04-22,R 3 367 000,R 3 097 000.00,Sold
L102618,Bryanston,House,3.0,224.0,2024-11-19,2024-12-12,R 6 380 000.00,6063000,Sold
L103856,Rooihuiskraal,Apartment,2.0,91.0,2023-08-21,2023-09-20,"R1,175,000","R1,089,000",Sold
L101487,Lynnwood,House,3.0,218.0,2024-12-06,2024-12-24,R 4 376 000,4096000,Sold
L104417,Waterkloof,House,3.0,296.0,2023-03-01,2023-04-04,R 6 998 000.00,6912000,Sold
L102191,Irene,Apartment,1.0,92.0,2024-10-12,2025-01-06,1605000,1605000,Sold
L100471,Lynnwood,Apartment,1.0,40.0,2026-01-01,2026-01-26,951000,R 925 000.00,Sold
L100879,Irene,House,3.0,155.0,2024-05-17,2024-08-12,R 2 986 000.00,2827000,Sold
L103550,Bryanston,Townhouse,2.0,77.0,2025-07-02,2025-07-21,R 2 413 000,2378000,Sold
L105066,Irene,Townhouse,2.0,143.0,2023-09-01,2023-11-29,2812000,R 2 812 000,Sold
L104264,Centurion,House,3.0,243.0,2023-10-11,2023-11-01,R 3 678 000.00,R 3 647 000.00,Sold
L105779,Waterkloof,Townhouse,3.0,146.0,2024-07-09,2024-07-22,R 4 360 000,R 3 924 000,Sold
L102836,Centurion,Apartment,1.0,45.0,2026-01-07,2026-03-26,R 742 000,734000,Sold
L100896,Brooklyn,Townhouse,1.0,176.0,2024-10-03,2024-11-01,R 4 436 000,"R4,436,000",Sold
L101871,Lynnwood,House,5.0,235.0,2023-12-02,2023-12-10,4203000,R 3 924 000.00,Sold
L100251,Bryanston,House,6.0,586.0,2025-09-21,2025-10-21,16315000,R 16 315 000,Sold
L104323,Waterkloof,Apartment,2.0,126.0,2025-01-28,2025-04-30,"R3,000,000",2954000,Sold
L104266,Lynnwood,House,2.0,122.0,2024-10-23,2024-12-15,R 3 095 000,3095000,Sold
L103830,  lynnwood ,Apartment,1.0,85.0,2024-08-30,2024-09-29,R 1 563 000,R 1 542 000,Sold
L104275,Waterkloof,House,4.0,295.0,2026-03-29,2026-06-13,R 10 148 000,R 9 549 000.00,Sold
L104093,Groenkloof,Apartment,1.0,87.0,2026-04-21,2026-05-11,1722000,R 1 571 000.00,Sold
L103309,Waterkloof,Apartment,1.0,51.0,2024-02-10,2024-02-17,"R1,222,000",R 1 199 000.00,Sold
L100292,Sandton,Townhouse,3.0,252.0,2023-05-08,2023-06-12,8670000,8426000,Sold
L102432,Irene,Townhouse,3.0,174.0,2025-12-12,2026-01-20,R 3 589 000.00,R 3 385 000,Sold
L104814,Lynnwood,House,4.0,297.0,2025-09-28,2025-10-21,R 6 654 000,"R6,303,000",Sold
L101789,Waterkloof,House,3.0,244.0,2025-01-29,2025-02-10,6128000,"R6,000,000",Sold
L101097,Bryanston,House,2.0,206.0,2023-04-10,2023-05-14,"R5,511,000",5511000,Sold
L101643,Groenkloof,Apartment,,77.0,2023-12-04,2024-03-05,R 1 299 000,R 1 292 000.00,Sold
L102518,Faerie Glen Ext,Apartment,2.0,117.0,2025-03-28,2025-05-09,"R2,103,000",R 2 003 000,Sold
L105498,Waterkloof,House,5.0,339.0,2025-11-29,2025-12-14,"R10,667,000",10519000,Sold
L104817,Faerie Glen,Apartment,2.0,106.0,2024-04-05,2024-05-05,"R1,552,000",R 1 488 000.00,Sold
L101670,Brooklyn,Townhouse,3.0,213.0,2025-02-09,2025-03-09,"R4,984,000",R 4 766 000,Sold
L104125,Groenkloof,House,3.0,195.0,2025-07-04,2025-08-02,R 5 036 000.00,"R4,935,000",Sold
L104840,Bryanston,Apartment,2.0,111.0,2023-08-13,2023-09-17,R 2 880 000.00,"R2,727,000",Sold
L105649,Groenkloof,Apartment,1.0,60.0,2024-08-06,2024-08-31,1143000,"R1,115,000",Sold
L102952,Waterkloof Ridge,House,3.0,287.0,2023-03-06,,8673000,,Withdrawn
L103403,Sandton,House,3.0,224.0,2024-01-07,2024-03-07,R 8 113 000.00,"R8,110,000",Sold
L104791,Waterkloof,Apartment,1.0,146.0,2023-09-24,2023-10-19,3217000,"R3,073,000",Sold
L100613,Sandton,House,3.0,247.0,2024-01-24,,R 8 457 000.00,,Withdrawn
L104626,Bryanston,House,5.0,293.0,2023-09-07,2023-09-29,R 8 333 000,R 8 244 000,Sold
L102691,Menlo Park,House,3.0,193.0,2025-10-27,2025-11-19,R 5 285 000.00,R 5 245 000.00,Sold
L102862,Menlo Park,Apartment,,139.0,2025-10-01,2025-12-18,"R2,966,000",2808000,Sold
L104512,Bryanston,House,4.0,252.0,2025-09-08,2025-09-19,R 7 680 000,"R7,223,000",Sold
L105512,Lynnwood,Apartment,2.0,94.0,2023-03-14,2023-05-02,R 1 730 000,"R1,718,000",Sold
L100505,Rooihuiskraal,House,4.0,202.0,2025-07-12,2025-09-28,R 3 005 000.00,"R2,986,000",Sold
L102758,Centurion,House,3.0,213.0,2024-06-05,2024-06-17,4266000,R 4 168 000.00,Sold
L100272,Waterkloof,Apartment,2.0,67.0,2025-06-02,2025-06-25,R 1 499 000,1499000,Sold
L102226,Centurion,Apartment,1.0,66.0,2026-04-25,2026-05-10,R 1 313 000,R 1 291 000,Sold
L102215,Waterkloof,House,4.0,280.0,2024-02-19,2024-03-26,R 7 101 000,R 7 023 000.00,Sold
L101623,Waterkloof,House,2.0,181.0,2025-03-16,2025-04-24,R 5 518 000,R 5 304 000,Sold
L104504,Waterkloof Ridge,Apartment,2.0,130.0,2026-04-12,2026-04-26,"R4,497,000","R4,398,000",Sold
L105109,Bryanston,House,4.0,0.0,2025-01-15,2025-03-09,"R8,514,000",R 8 514 000.00,Sold
L100106,Lynnwood,Townhouse,3.0,187.0,2023-08-29,2023-10-05,"R4,473,000",4435000,Sold
L101174,Faerie Glen Ext,House,1.0,145.0,2024-05-24,2024-06-06,R 3 086 000,R 3 003 000,Sold
L104563,Bryanston,House,2.0,141.0,2023-08-07,2023-09-08,3765000,3562000,Sold
L100952,Brooklyn,House,4.0,243.0,2024-04-06,2024-04-18,R 5 075 000.00,R 4 952 000.00,Sold
L101194,Bryanston,Apartment,1.0,68.0,2025-11-07,2025-11-26,1646000,1553000,Sold
L103715,BRYANSTON,House,4.0,230.0,2024-01-20,2024-04-20,R 5 741 000.00,5696000,Sold
L105302,Centurion,Townhouse,3.0,185.0,2025-03-24,2025-05-12,"R3,618,000",R 3 549 000.00,Sold
L104728,Irene,Apartment,2.0,73.0,2024-06-12,2024-06-28,"R1,263,000",R 1 219 000.00,Sold
L102417,Faerie Glen,Apartment,1.0,66.0,2024-10-13,2025-01-01,R 1 330 000.00,"R1,300,000",Sold
L101024,CENTURION,House,5.0,426.0,2024-08-08,2024-09-14,R 8 552 000.00,R 8 506 000,Sold
L101867,Groenkloof,House,3.0,171.0,2025-06-20,2025-07-13,R 4 088 000,3981000,Sold
L104700,Sandton,Apartment,3.0,101.0,2023-11-22,2023-12-31,R 2 785 000,2657000,Sold
L100416,Waterkloof Ridge,House,5.0,303.0,2024-08-11,2024-11-19,8641000,R 8 265 000,Sold
L103933,Waterkloof,House,3.0,190.0,2024-05-27,2024-07-10,5325000,"R4,987,000",Sold
L105778,Centurion,House,4.0,283.0,2024-11-14,2025-02-03,5866000,5727000,Sold
L105846,Sandton,Apartment,2.0,142.0,2023-01-31,2023-03-08,"R4,069,000",R 4 069 000,Sold
L100564,Centurion,House,6.0,426.0,2025-03-22,2025-04-28,8336000,R 8 013 000,Sold
L100478,Centurion,House,5.0,340.0,2023-05-15,2023-07-04,"R6,772,000","R6,726,000",Sold
L105748,Sandton,House,2.0,118.0,2023-09-15,2023-10-09,R 3 553 000.00,R 3 389 000,Sold
L100142,Sandton,House,3.0,174.0,2025-05-21,,"R5,301,000",,Withdrawn
L101323,Rooihuiskraal,Townhouse,2.0,178.0,2024-01-31,2024-05-30,R 2 985 000.00,R 2 786 000.00,Sold
L101223,Centurion,House,5.0,369.0,2023-08-26,,R 7 461 000,,Withdrawn
L102268,Centurion,Apartment,1.0,75.0,2023-08-08,2023-09-17,R 1 272 000.00,"R1,188,000",Sold
L103008,Waterkloof,Apartment,1.0,97.0,2023-02-01,2023-02-19,R 2 352 000,"R2,192,000",Sold
L100605,Rooihuiskraal,House,3.0,223.0,2025-12-03,2026-02-11,"R3,700,000",3598000,Sold
L102860,Lynnwood,House,6.0,558.0,2024-08-04,2024-11-02,12752000,R 12 357 000,Sold
L104770,Centurion,House,3.0,,2024-03-09,2024-04-26,R 2 992 000.00,"R2,970,000",Sold
L103075,Sandton,House,6.0,356.0,2026-01-01,2026-02-10,R 11 521 000.00,R 11 472 000.00,Sold
L100497,Irene,House,6.0,413.0,2024-10-03,2024-11-19,R 7 222 000.00,R 7 134 000.00,Sold
L103519,Rooihuiskraal,House,4.0,221.0,2024-05-25,2024-06-18,R 3 787 000,R 3 658 000,Sold
L102209,Waterkloof Ridge,Townhouse,1.0,101.0,2024-03-17,2024-05-11,"R2,890,000",R 2 890 000,Sold
L104730,Menlo Park,House,,485.0,2024-09-07,2024-10-05,11156000,"R11,156,000",Sold
L102820,Brooklyn,House,,371.0,2026-01-30,2026-03-09,"R10,287,000",R 10 287 000.00,Sold
L100721,Lynnwood,House,5.0,332.0,2023-03-05,2023-04-01,R 6 065 000.00,6065000,Sold
L101183,Groenkloof,House,4.0,241.0,2025-11-24,2026-02-11,R 7 146 000,6788000,Sold
L101025,Brooklyn,House,4.0,264.0,2023-11-10,2023-12-12,5681000,R 5 575 000,Sold
L102378,Waterkloof Ridge,House,6.0,375.0,2025-06-08,2025-07-13,"R11,154,000",R 11 154 000,Sold
L102525,Groenkloof,Apartment,1.0,102.0,2023-10-01,2023-10-22,"R1,559,000",1485000,Sold
L102881,Waterkloof Ridge,Townhouse,3.0,192.0,2025-08-04,2025-10-06,"R6,120,000","R5,666,000",Sold
L103470,Lynnwood,Apartment,1.0,121.0,2023-04-20,2023-05-18,2245000,2211000,Sold
L104304,Waterkloof,Apartment,2.0,85.0,2023-12-26,2024-01-13,1668000,"R1,668,000",Sold
L102244,Menlo Park,Townhouse,2.0,147.0,2023-08-02,2023-08-10,"R2,471,000",R 2 471 000.00,Sold
L105467,Waterkloof Ridge,House,4.0,285.0,2025-06-19,2025-07-11,R 7 446 000.00,R 7 128 000,Sold
L101770,Irene,House,,189.0,2023-03-16,2023-05-30,3868000,R 3 868 000,Sold
L105469,Waterkloof Ridge,Apartment,2.0,80.0,2025-03-29,2025-05-30,"R2,092,000",R 2 009 000,Sold
L102742,Groenkloof,House,4.0,279.0,2025-12-02,2025-12-17,"R6,268,000",R 6 221 000.00,Sold
L103857,Lynnwood,Apartment,1.0,71.0,2025-05-07,2025-06-19,1627000,R 1 546 000.00,Sold
L101869,Bryanston,Apartment,1.0,101.0,2026-04-20,,R 3 528 000,,Withdrawn
L100336,Waterkloof Ridge,House,4.0,212.0,2025-02-01,2025-03-04,R 6 177 000,R 5 943 000.00,Sold
L105357,Lynnwood,Townhouse,2.0,127.0,2023-06-05,2023-07-07,2216000,"R2,088,000",Sold
L104855,Sandton,House,4.0,183.0,2023-06-01,,"R5,306,000",,Withdrawn
L104319,Lynnwood,House,3.0,215.0,2026-02-24,2026-04-16,R 4 162 000,R 3 933 000.00,Sold
L103914,Lynnwood,House,4.0,223.0,2023-10-02,,5513000,,Withdrawn
L102970,Lynnwood,Apartment,2.0,111.0,2025-01-07,,"R2,151,000",,Withdrawn
L102104,Irene,Apartment,1.0,84.0,2023-08-26,2023-09-28,"R1,252,000",R 1 142 000,Sold
L101480,Lynnwood,House,1.0,139.0,2025-09-10,2025-11-21,R 3 087 000,3077000,Sold
L105689,Bryanston,Apartment,2.0,72.0,2023-02-16,2023-05-05,"R1,708,000",R 1 667 000,Sold
L102707,Brooklyn,House,2.0,178.0,2025-06-13,2025-07-04,R 4 999 000.00,"R4,833,000",Sold
L100724,Waterkloof Ridge,House,4.0,361.0,2023-01-08,2023-03-12,R 8 800 000.00,"R8,408,000",Sold
L100765,Waterkloof,Apartment,1.0,102.0,2025-07-31,2025-08-16,"R2,360,000",R 2 229 000,Sold
L100286,Waterkloof,House,5.0,414.0,2023-03-07,2023-03-14,R 13 053 000,R 12 809 000,Sold
L105900,Bryanston,House,5.0,304.0,2023-08-08,2023-09-04,7120000,6838000,Sold
L100307,Centurion,Apartment,1.0,64.0,2024-09-29,2024-11-02,R 1 245 000,1184000,Sold
L104431,Sandton,Apartment,1.0,96.0,2024-01-26,2024-05-12,R 2 668 000,"R2,534,000",Sold
L104755,Faerie Glen,House,3.0,231.0,2025-01-18,2025-03-04,4167000,R 4 125 000.00,Sold
L104874,Faerie Glen,Townhouse,3.0,178.0,2025-06-30,2025-08-09,R 3 364 000,R 3 116 000.00,Sold
L105541,Faerie Glen,House,3.0,234.0,2023-12-03,2024-01-29,3513000,"R3,245,000",Sold
L101888,Bryanston,Apartment,2.0,126.0,2023-11-25,2023-12-31,R 3 245 000,R 3 245 000.00,Sold
L103250,Sandton,House,5.0,305.0,2023-12-28,2024-01-27,R 10 049 000.00,"R9,961,000",Sold
L105182,Waterkloof,Apartment,2.0,97.0,2024-06-15,2024-07-26,R 2 173 000.00,"R2,131,000",Sold
L101609,Lynnwood,Townhouse,3.0,115.0,2025-02-11,,R 2 059 000,,Withdrawn
L100071,Lynnwood,House,4.0,253.0,2025-11-20,2025-12-22,"R6,541,000","R6,476,000",Sold
L105125,Waterkloof,House,3.0,261.0,2026-04-27,2026-05-19,R 8 449 000.00,R 8 343 000.00,Sold
L100711,Centurion,Apartment,1.0,99.0,2024-06-04,2024-08-02,1593000,"R1,462,000",Sold
L103859,Waterkloof,House,3.0,255.0,2024-12-15,2025-01-18,"R7,321,000",6937000,Sold
L101020,Bryanston,Townhouse,2.0,150.0,2026-02-20,2026-03-13,3352000,R 3 181 000,Sold
L101893,Waterkloof,House,4.0,221.0,2023-11-21,2023-12-27,R 5 450 000.00,R 5 276 000,Sold
L103206,Waterkloof,Apartment,2.0,150.0,2023-09-02,,3731000,,Withdrawn
L105497,Brooklyn,Townhouse,3.0,195.0,2026-03-09,2026-03-26,5474000,R 5 451 000.00,Sold
L100737,Brooklyn,Apartment,1.0,76.0,2024-10-20,2024-12-01,R 1 621 000.00,"R1,611,000",Sold
L103102,Sandton,House,4.0,267.0,2024-01-21,2024-03-18,"R7,672,000",R 7 527 000.00,Sold
L105210,Lynnwood,Apartment,2.0,129.0,2025-06-21,2025-07-08,"R2,834,000",R 2 834 000.00,Sold
L101544,Lynnwood,Apartment,1.0,131.0,2023-10-16,2023-12-09,2579000,"R2,464,000",Sold
L105677,Irene,Townhouse,2.0,139.0,2024-10-02,2024-11-19,"R2,440,000",R 2 380 000.00,Sold
L101242,Menlo Park,Apartment,1.0,90.0,2025-08-05,2025-08-12,1590000,"R1,590,000",Sold
L101212,Irene,Apartment,1.0,59.0,2024-11-29,,912000,,Withdrawn
L101095,Lynnwood,House,4.0,326.0,2023-08-31,2023-10-31,6918000,"R6,918,000",Sold
L103532,Lynnwood,Townhouse,2.0,146.0,2023-01-24,2023-02-23,"R2,511,000",R 2 469 000,Sold
L102168,Menlo Park,House,3.0,222.0,2023-03-16,2023-04-05,"R4,336,000",R 4 203 000.00,Sold
L104920,Menlo Park,House,4.0,210.0,2025-11-10,2025-12-08,R 5 057 000.00,R 5 028 000.00,Sold
L102577,Bryanston,House,2.0,183.0,2024-11-20,2025-01-17,R 5 250 000,R 5 049 000,Sold
L104686,Brooklyn,Apartment,3.0,118.0,2023-06-26,2023-01-01,R 2 712 000.00,"R2,712,000",Sold
L100978,  faerie glen ,Apartment,,69.0,2025-10-22,2025-12-24,"R1,154,000",R 1 101 000,Sold
L101219,Waterkloof,House,5.0,363.0,2025-10-27,2025-11-18,R 10 594 000.00,R 10 213 000,Sold
L105205,  waterkloof ,House,5.0,322.0,2024-11-10,,R 9 206 000.00,,Withdrawn
L103659,Waterkloof,House,4.0,219.0,2023-01-11,2023-01-16,5300000,R 5 220 000.00,Sold
L101665,Bryanston,House,2.0,122.0,2023-03-02,2023-04-10,"R3,014,000",2996000,Sold
L105384,Brooklyn,House,3.0,203.0,2025-07-20,2025-08-03,"R5,576,000",5340000,Sold
L100344,Rooihuiskraal,House,4.0,356.0,2023-03-13,2023-04-19,"R4,129,000","R4,077,000",Sold
L102284,Groenkloof,House,6.0,391.0,2025-11-02,2025-11-26,"R7,174,000","R6,612,000",Sold
L100911,Bryanston,Apartment,1.0,70.0,2025-11-30,2026-02-03,R 2 549 000.00,R 2 371 000,Sold
L105867,Centurion,Apartment,2.0,107.0,2023-04-26,2023-05-06,R 1 759 000,R 1 752 000.00,Sold
L100047,Brooklyn,House,2.0,204.0,2023-01-26,2023-02-16,R 4 467 000.00,R 4 246 000.00,Sold
L102456,Irene,Townhouse,2.0,162.0,2023-02-21,2023-06-18,R 3 132 000,R 2 871 000.00,Sold
L105295,Irene,Apartment,2.0,127.0,2025-10-13,2025-11-05,R 2 473 000.00,R 2 411 000,Sold
L100443,Groenkloof,Apartment,1.0,110.0,2024-09-18,2024-11-22,R 2 431 000,R 2 399 000,Sold
L103358,CENTURION,Apartment,1.0,89.0,2025-10-02,2026-01-22,R 1 991 000.00,R 1 896 000,Sold
L104953,Sandton,Apartment,1.0,45.0,2024-07-01,2024-08-29,R 1 458 000.00,"R1,425,000",Sold
L104051,Centurion,House,4.0,233.0,2024-03-25,2024-05-02,R 4 017 000.00,"R4,017,000",Sold
L105711,Faerie Glen,House,4.0,288.0,2025-01-13,2025-03-01,R 6 368 000,"R6,153,000",Sold
L102251,Rooihuiskraal,House,4.0,334.0,2023-08-30,,R 4 369 000.00,,Withdrawn
L103135,Rooihuiskraal,Apartment,2.0,91.0,2023-06-24,2023-07-31,"R1,484,000",R 1 484 000,Sold
L102133,Sandton,Apartment,2.0,128.0,2025-08-07,2025-09-05,R 4 195 000,R 4 090 000,Sold
L102552,Centurion,Apartment,1.0,46.0,2025-01-10,2025-02-23,832000,"R810,000",Sold
L102364,Centurion,Apartment,3.0,115.0,2023-01-02,2023-02-19,"R2,302,000","R2,201,000",Sold
L101055,Centurion,House,,251.0,2023-01-14,2023-01-29,"R3,979,000",R 3 854 000,Sold
L100848,Waterkloof Ridge,House,2.0,119.0,2026-04-05,,R 4 121 000.00,,Withdrawn
L105857,Faerie Glen,House,3.0,252.0,2024-07-10,2024-08-28,"R4,682,000",R 4 629 000,Sold
L103469,Sandton,House,3.0,232.0,2025-10-09,2025-11-27,7679000,"R7,679,000",Sold
L103312,Faerie Glen,House,4.0,226.0,2024-12-18,2025-01-14,R 4 044 000,R 3 991 000,Sold
L105554,Centurion,Apartment,1.0,58.0,2024-03-15,2024-04-03,R 932 000.00,R 932 000,Sold
L105714,Waterkloof Ridge,Apartment,2.0,77.0,2023-06-03,2023-07-25,R 2 003 000,R 1 874 000.00,Sold
L105538,Menlo Park,Apartment,2.0,128.0,2025-07-22,2025-09-10,R 2 621 000,"R2,621,000",Sold
L104486,Rooihuiskraal,House,4.0,295.0,2026-02-16,2026-03-04,4163000,R 4 071 000,Sold
L101112,Irene,Apartment,1.0,70.0,2026-01-28,2026-03-15,R 1 568 000.00,R 1 565 000,Sold
L105059,Waterkloof,House,6.0,357.0,2023-07-06,2023-07-29,R 8 691 000,R 8 616 000,Sold
L100776,IRENE,House,5.0,290.0,2025-06-11,2025-09-15,R 5 869 000,5448000,Sold
L105785,Centurion,House,3.0,214.0,2023-07-28,2023-08-21,R 3 825 000.00,3619000,Sold
L100183,Menlo Park,Apartment,2.0,77.0,2023-10-17,2023-11-28,"R1,318,000",R 1 235 000,Sold
L102199,Centurion,House,6.0,467.0,2024-04-08,2024-04-24,10103000,"R10,068,000",Sold
L104900,Faerie Glen Ext,House,3.0,155.0,2025-08-20,2025-10-07,"R2,996,000","R2,868,000",Sold
L103044,Centurion,House,2.0,179.0,2023-01-30,2023-03-19,3630000,"R3,434,000",Sold
L102132,Sandton,Apartment,1.0,53.0,2023-01-06,2023-02-03,1288000,R 1 248 000.00,Sold
L100734,Waterkloof,House,4.0,,2025-08-09,,5678000,,Withdrawn
L103279,Waterkloof Ridge,Townhouse,3.0,230.0,2023-06-21,2023-06-27,R 7 373 000.00,R 7 242 000.00,Sold
L101168,Bryanston,House,2.0,,2024-05-01,2024-06-23,R 3 299 000.00,"R3,077,000",Sold
L101354,Bryanston,House,5.0,,2023-02-12,2023-03-27,R 7 615 000.00,"R7,286,000",Sold
L103944,Groenkloof,House,1.0,177.0,2024-01-15,2024-02-16,"R3,109,000",R 3 105 000.00,Sold
L102951,Rooihuiskraal,House,3.0,240.0,2024-12-21,2025-02-06,3371000,3371000,Sold
L100485,Lynnwood,Townhouse,2.0,113.0,2024-09-15,2024-10-01,R 2 472 000.00,"R2,472,000",Sold
L104405,Irene,House,1.0,170.0,2025-11-28,2026-01-02,R 3 264 000.00,3121000,Sold
L100452,Centurion,House,3.0,236.0,2024-08-01,2024-09-07,R 3 882 000.00,"R3,792,000",Sold
L105065,Faerie Glen,House,5.0,390.0,2024-12-09,,7244000,,Withdrawn
L101580,Bryanston,House,3.0,235.0,2023-10-23,2023-12-12,"R6,141,000",R 5 811 000.00,Sold
L104681,WATERKLOOF,Apartment,2.0,53.0,2024-12-30,2025-02-19,R 1 365 000,"R1,343,000",Sold
L100030,Centurion,House,3.0,254.0,2024-07-02,2024-09-06,"R4,131,000","R4,131,000",Sold
L100789,Irene,Apartment,1.0,57.0,2023-03-29,2023-04-17,R 933 000,"R901,000",Sold
L103311,Sandton,Apartment,2.0,149.0,2023-08-14,2023-10-26,R 3 353 000,R 3 324 000,Sold
L101344,Sandton,House,4.0,268.0,2024-02-25,2024-04-02,7181000,7026000,Sold
L105281,Brooklyn,Apartment,1.0,69.0,2025-02-19,,1565000,,Withdrawn
L101109,Groenkloof,House,4.0,290.0,2026-02-12,2026-03-19,7298000,R 6 904 000,Sold
L100100,Sandton,Apartment,1.0,44.0,2024-04-07,2024-06-13,1521000,R 1 477 000.00,Sold
L105303,Menlo Park,Apartment,1.0,85.0,2023-05-13,2023-06-25,R 1 486 000.00,"R1,432,000",Sold
L102451,Centurion,House,5.0,371.0,2024-03-06,2024-04-01,6683000,6491000,Sold
L103290,Menlo Park,House,4.0,222.0,2023-07-04,2023-07-29,3524000,3524000,Sold
L102589,Lynnwood,Apartment,2.0,140.0,2023-01-14,,"R2,522,000",,Withdrawn
L105180,Centurion,House,2.0,150.0,2025-03-30,2025-05-19,R 2 854 000,R 2 680 000,Sold
L104092,Bryanston,House,5.0,350.0,2023-01-02,2023-02-14,R 8 256 000.00,"R8,256,000",Sold
L103905,Centurion,Apartment,1.0,73.0,2025-12-30,2026-01-19,R 1 228 000.00,R 1 228 000.00,Sold
L102840,Rooihuiskraal,House,6.0,337.0,2024-12-30,2025-02-01,R 5 873 000,R 5 707 000.00,Sold
L100861,Centurion,Townhouse,3.0,215.0,2023-11-13,2023-12-05,"R3,872,000","R3,710,000",Sold
L103690,Waterkloof,House,5.0,382.0,2024-04-02,2024-04-27,"R10,576,000",R 10 147 000.00,Sold
L100903,Faerie Glen,House,5.0,324.0,2025-10-13,2025-11-20,R 5 556 000.00,5374000,Sold
L102127,Menlo Park,Apartment,1.0,64.0,2026-03-13,2026-04-24,"R1,511,000",R 1 511 000.00,Sold
L100109,Sandton,Apartment,2.0,135.0,2026-01-26,2026-02-10,4028000,3796000,Sold
L103409,Waterkloof Ridge,Apartment,2.0,47.0,2023-05-30,,R 1 241 000,,Withdrawn
L101483,Brooklyn,Apartment,,98.0,2023-07-27,2023-08-04,1764000,1671000,Sold
L105427,Bryanston,House,5.0,279.0,2023-08-13,,R 7 661 000.00,,Withdrawn
L105435,WATERKLOOF RIDGE,House,2.0,156.0,2025-06-19,2025-07-08,R 5 032 000.00,5032000,Sold
L102072,Brooklyn,House,6.0,303.0,2025-10-14,2025-10-22,R 7 421 000.00,7421000,Sold
L102357,Faerie Glen,House,3.0,278.0,2023-10-13,2023-10-29,4530000,4423000,Sold
L104394,Menlo Park,Apartment,2.0,96.0,2023-10-12,2023-10-17,1743000,1723000,Sold
L105981,Faerie  Glen,House,3.0,192.0,2026-01-11,2026-02-12,R 3 491 000,R 3 255 000.00,Sold
L101964,Centurion,House,2.0,195.0,2023-11-10,2024-02-08,3494000,3357000,Sold
L102689,Faerie Glen,Apartment,2.0,59.0,2023-07-10,2023-07-28,R 1 059 000.00,R 1 042 000,Sold
L102980,Irene,House,5.0,303.0,2026-01-03,2026-01-30,R 6 468 000.00,"R6,335,000",Sold
L102447,Lynnwood,Apartment,3.0,110.0,2023-09-18,2023-10-21,2010000,"R2,010,000",Sold
L102809,Groenkloof,Townhouse,2.0,161.0,2023-04-02,2023-07-07,R 3 275 000,R 3 239 000.00,Sold
L102819,Sandton,Townhouse,2.0,144.0,2023-08-29,2023-11-20,"R3,958,000",3958000,Sold
L105747,Sandton,House,2.0,158.0,2024-12-01,2025-02-13,4625000,"R4,255,000",Sold
L104040,Lynnwood,House,3.0,289.0,2025-07-21,2025-09-22,6670000,6263000,Sold
L101094,Irene,Apartment,1.0,65.0,2023-09-21,2023-10-12,"R1,101,000",1011000,Sold
L101121,Waterkloof Ridge,House,5.0,371.0,2023-11-23,2024-01-07,9819000,"R9,682,000",Sold
L103333,Brooklyn,Apartment,2.0,120.0,2024-12-04,2024-12-22,2401000,R 2 385 000,Sold
L101543,Groenkloof,Townhouse,2.0,148.0,2023-11-24,,2485000,,Withdrawn
L100809,Sandton,Apartment,1.0,63.0,2026-02-09,2026-02-25,"R2,118,000",2070000,Sold
L101374,Sandton,House,4.0,275.0,2023-01-20,2023-02-10,R 8 165 000,R 7 942 000,Sold
L101335,Bryanston,Townhouse,2.0,160.0,2025-04-26,2025-06-04,4761000,"R4,490,000",Sold
L105756,Waterkloof Ridge,Townhouse,2.0,205.0,2023-08-15,2023-10-15,5854000,5782000,Sold
L104601,Sandton,Apartment,1.0,136.0,2026-03-09,2026-04-30,4473000,"R4,302,000",Sold
L102673,Lynnwood,House,4.0,266.0,2023-05-18,2023-06-09,5913000,"R5,817,000",Sold
L104679,Bryanston,House,4.0,273.0,2024-06-03,2024-09-04,R 9 033 000,R 9 033 000,Sold
L105762,Centurion,House,5.0,415.0,2024-01-24,2024-04-03,"R8,556,000",R 8 474 000.00,Sold
